anchor,domain_i,domain_j,step_each,nonadditivity_loss,bootstrap_sd,bootstrap_low,bootstrap_high,wald_p,bh_q,exploratory_fdr_0_05
training_mean,freelaw,pubmed_abstracts,0.005,1.9283888677923413e-05,2.7925340706752834e-05,-3.2094544312181876e-05,8.156617923529368e-05,0.48984737298881975,0.649757624006161,False
training_mean,freelaw,uspto_backgrounds,0.005,5.207800520876728e-05,2.4892668288488538e-05,1.1689834290986992e-05,0.00010771290323340646,0.03642937757598654,0.12083891098376023,False
training_mean,nih_exporter,pubmed_central,0.005,2.004736419223559e-05,2.760699732711482e-05,-3.3607620017577744e-05,7.322812848034673e-05,0.467734761717573,0.6428584459312372,False
training_mean,nih_exporter,wikipedia_en,0.005,-2.0038648214177315e-05,3.0168752239456343e-05,-8.357342610270345e-05,3.0582817798192744e-05,0.5065503715739097,0.6513900433906222,False
training_mean,nih_exporter,dm_mathematics,0.005,-3.893362465339529e-05,6.427124201642567e-05,-0.0001606854261575923,9.370143995246074e-05,0.5446671383686604,0.6673399172805209,False
training_mean,nih_exporter,github,0.005,2.7298873134560013e-05,2.951452206054112e-05,-4.185150311924212e-05,8.071798584279622e-05,0.3550022102987239,0.5364477844514051,False
training_mean,nih_exporter,philpapers,0.005,0.0005935724538713215,0.0002386437560011636,3.36173451469164e-05,0.0009929333092793947,0.012872614586552658,0.054708611992848794,False
training_mean,nih_exporter,stackexchange,0.005,-7.19989157457315e-05,2.565538275545174e-05,-0.00012366694817379952,-1.7644424182876747e-05,0.005010058360856089,0.027254717483057127,True
training_mean,nih_exporter,enron_emails,0.005,0.000552948633801593,0.00045877980867847296,-0.0004741152338287334,0.0013016066211755301,0.22810321401323486,0.40288359877662255,False
training_mean,nih_exporter,gutenberg_pg_19,0.005,-4.5820395616155665e-05,4.460189231720841e-05,-0.00013813412434376184,3.6170674956014766e-05,0.30427002311377127,0.4985629294394324,False
training_mean,nih_exporter,pile_cc,0.005,2.6449193351587993e-05,2.4159514620487422e-05,-2.3563735630177322e-05,7.097605087031708e-05,0.27361593377586124,0.47103502523439406,False
training_mean,nih_exporter,ubuntu_irc,0.005,-0.00015970488221511098,9.130137019047064e-05,-0.0003384727043812535,2.1276436399659652e-05,0.08025545958789423,0.21829485007907232,False
training_mean,nih_exporter,europarl,0.005,0.00015859652660021626,0.00011975865246834189,-8.630534251068338e-05,0.0003949074863254582,0.1854030337484298,0.35513820548995007,False
training_mean,nih_exporter,hackernews,0.005,1.5821130314528475e-05,0.0001299886693558784,-0.00024267014337126967,0.0002475878411419331,0.903127417631084,0.9391398507351205,False
training_mean,nih_exporter,pubmed_abstracts,0.005,1.171019010966565e-05,3.327339093461807e-05,-5.747139840335831e-05,7.384074149990416e-05,0.724884321716312,0.8147460144910614,False
training_mean,nih_exporter,uspto_backgrounds,0.005,2.4145711190307813e-06,3.1152224581628924e-05,-6.935570747286536e-05,5.962580650570393e-05,0.9382188018164308,0.959381631932591,False
training_mean,pubmed_central,wikipedia_en,0.005,2.2796086955716912e-05,2.546261870101726e-05,-2.8166349189554988e-05,6.894729098903044e-05,0.3706392404673038,0.5427024068443512,False
training_mean,pubmed_central,dm_mathematics,0.005,-9.83222540344579e-05,2.5290364710167526e-05,-0.0001455890070597248,-4.464692796367805e-05,0.00010118371118133099,0.0009173989813774009,True
training_mean,pubmed_central,github,0.005,3.808464087388652e-05,2.713280875461006e-05,-1.18428249196734e-05,9.08246060674507e-05,0.16042667936531507,0.34090669365129456,False
training_mean,pubmed_central,philpapers,0.005,-1.2754936705728454e-05,3.0561166366388074e-05,-7.451260198663079e-05,4.554924483577442e-05,0.6764168234977095,0.7795990508109194,False
training_mean,pubmed_central,stackexchange,0.005,-6.497648258863e-05,2.6836276955902065e-05,-0.00011383938337674808,-6.857750812708131e-06,0.01546858852328406,0.06374933452020097,False
training_mean,pubmed_central,enron_emails,0.005,0.00016733189568748103,3.928193616299431e-05,9.830930817001267e-05,0.0002530958928195391,2.046401074442978e-05,0.00029577282691205687,True
training_mean,pubmed_central,gutenberg_pg_19,0.005,2.7958590612945854e-05,2.5773637843399733e-05,-2.3262431746652195e-05,7.65071458245223e-05,0.27802144749878366,0.4726364607479322,False
training_mean,pubmed_central,pile_cc,0.005,4.387850113655829e-05,2.9420517558864496e-05,-8.535187266455493e-06,0.00010149656742536576,0.13584989737064967,0.30287845971161237,False
training_mean,pubmed_central,ubuntu_irc,0.005,-7.458862558779044e-05,2.3032531758609553e-05,-0.00012045914911435635,-3.41064661511717e-05,0.0012020078403692316,0.008173653314510775,True
training_mean,pubmed_central,europarl,0.005,1.3826067337648422e-05,2.211180817279006e-05,-2.927960843967771e-05,5.623453301588714e-05,0.5317874250176959,0.6574826345673331,False
training_mean,pubmed_central,hackernews,0.005,1.8321867416325155e-05,2.421302752295285e-05,-3.2208232269972475e-05,6.413590487698317e-05,0.44923284479860137,0.6298522360062865,False
training_mean,pubmed_central,pubmed_abstracts,0.005,8.33852230777431e-06,2.319983759381626e-05,-3.2438142585090575e-05,5.727372244250396e-05,0.7192797325476801,0.8147460144910614,False
training_mean,pubmed_central,uspto_backgrounds,0.005,3.686891629920469e-05,2.6192450838871887e-05,-1.3439089980055282e-05,8.847159733365949e-05,0.15924476840363844,0.34090669365129456,False
training_mean,wikipedia_en,dm_mathematics,0.005,-0.00010977785879100187,1.977597502203379e-05,-0.00014905363378972126,-7.34023218184652e-05,2.8392330930710478e-08,9.653392516441564e-07,True
training_mean,wikipedia_en,github,0.005,1.806757646111328e-05,2.5013016299625897e-05,-3.626470900886184e-05,6.579352565214034e-05,0.47009347049701267,0.6428584459312372,False
training_mean,wikipedia_en,philpapers,0.005,2.8993756711544044e-05,3.1248985023794366e-05,-3.230554598868465e-05,8.736985380561518e-05,0.35349557807465004,0.5364477844514051,False
training_mean,wikipedia_en,stackexchange,0.005,-7.368056896073292e-05,2.3734934885193992e-05,-0.00012006960046712901,-2.6581833869794414e-05,0.0019072410867548891,0.01127759946950717,True
training_mean,wikipedia_en,enron_emails,0.005,-2.435531842166921e-06,6.422129201963916e-05,-0.00014605625376387554,0.0001097554017959236,0.9697482333353901,0.9769315535823189,False
training_mean,wikipedia_en,gutenberg_pg_19,0.005,1.1139499640766892e-05,2.227117406524502e-05,-3.441792651929305e-05,5.0343375576651284e-05,0.6169513809503118,0.7341859070896797,False
training_mean,wikipedia_en,pile_cc,0.005,2.2876666584859975e-05,2.3687987903724417e-05,-2.2436694681656285e-05,6.630432518224365e-05,0.33416945680305365,0.5196707619852529,False
training_mean,wikipedia_en,ubuntu_irc,0.005,-7.546042087118901e-05,2.3293226864888887e-05,-0.0001249473518067012,-3.332533619004383e-05,0.0011970319615766016,0.008173653314510775,True
training_mean,wikipedia_en,europarl,0.005,7.975520419141132e-06,2.3976155467651145e-05,-3.9771332230483056e-05,5.2603249089406745e-05,0.7394031466965667,0.8242526881207629,False
training_mean,wikipedia_en,hackernews,0.005,-3.372422876513988e-06,2.8141862190681938e-05,-6.484763807034871e-05,4.543992640262649e-05,0.904612650340447,0.9391398507351205,False
training_mean,wikipedia_en,pubmed_abstracts,0.005,-1.1352074499356283e-05,2.2744911024211254e-05,-5.4347725097926987e-05,3.5638471600532274e-05,0.6177061684779726,0.7341859070896797,False
training_mean,wikipedia_en,uspto_backgrounds,0.005,2.587828615895367e-05,2.244971078392777e-05,-1.6795473319006816e-05,6.748490792092604e-05,0.24902431381441537,0.4341962394712884,False
training_mean,dm_mathematics,github,0.005,-9.59095677610062e-05,2.2587445824250512e-05,-0.0001384580627490418,-5.232704656919183e-05,2.1748001978827708e-05,0.00029577282691205687,True
training_mean,dm_mathematics,philpapers,0.005,-1.4409973268977303e-05,7.759443195377612e-05,-0.00017537148927589208,0.00013690635449363484,0.8526730822543359,0.8989421642371294,False
training_mean,dm_mathematics,stackexchange,0.005,-0.0001858788096574448,2.0398456288363017e-05,-0.00022049384058971528,-0.00014268506486015482,8.058238084534013e-20,1.0959203794966258e-17,True
training_mean,dm_mathematics,enron_emails,0.005,6.214663587958e-05,0.00013752239754437546,-0.000186200312064948,0.00034769085503124513,0.6513396391905848,0.763639576982065,False
training_mean,dm_mathematics,gutenberg_pg_19,0.005,-8.320529433809131e-05,2.1143387458240663e-05,-0.0001259548697874008,-4.437177189640312e-05,8.309739087461542e-05,0.0008072317970676927,True
training_mean,dm_mathematics,pile_cc,0.005,-9.793559261035166e-05,2.116457207508054e-05,-0.0001404024353614131,-5.775385481759525e-05,3.703987946476088e-06,0.0001007484721441496,True
training_mean,dm_mathematics,ubuntu_irc,0.005,-0.00012863932164973438,2.8743558528073213e-05,-0.00018688696573816076,-7.6729269246731e-05,7.626342426580685e-06,0.0001481689385735676,True
training_mean,dm_mathematics,europarl,0.005,-8.051056370767116e-05,3.923614949328596e-05,-0.00015529763990638638,-1.9100750074623417e-06,0.04017465378996255,0.13008935512940253,False
training_mean,dm_mathematics,hackernews,0.005,-2.1413244701811595e-05,4.328618923693241e-05,-0.00010607211920622648,5.93254568410681e-05,0.6208189655537732,0.7341859070896797,False
training_mean,dm_mathematics,pubmed_abstracts,0.005,-0.0001295764192463574,2.1023125501777016e-05,-0.00017127901714158412,-8.946821747341965e-05,7.11461415633607e-10,3.2252917508723516e-08,True
training_mean,dm_mathematics,uspto_backgrounds,0.005,-9.647085622383308e-05,2.2002718787177555e-05,-0.00014345652974484587,-5.791385489532883e-05,1.1625404337906147e-05,0.0001976318737444045,True
training_mean,github,philpapers,0.005,5.616258785963548e-05,2.8267829549933187e-05,5.02237039340307e-08,0.00010971129389582919,0.04694431320740489,0.1451006044592515,False
training_mean,github,stackexchange,0.005,-5.7696541913801605e-05,2.5037455286013433e-05,-0.00010099770915060173,-2.671728017902657e-06,0.021199684930479818,0.07792316623095284,False
training_mean,github,enron_emails,0.005,0.00011174689007169127,4.719334100115415e-05,1.2985707079888787e-06,0.00019092789502428786,0.017891647161147096,0.06759066705322236,False
training_mean,github,gutenberg_pg_19,0.005,2.1574438859124836e-05,2.2436304613280627e-05,-2.340840662438445e-05,6.507031471626147e-05,0.3362575518728107,0.5196707619852529,False
training_mean,github,pile_cc,0.005,4.191617764719896e-05,2.3557778241207302e-05,-4.701426786035768e-06,8.847061578120932e-05,0.07519182336519271,0.2086956730135961,False
training_mean,github,ubuntu_irc,0.005,-7.911657680920594e-05,2.0704019102725526e-05,-0.00011880562306183628,-3.968876649094897e-05,0.000132742022846543,0.0011283071941956156,True
training_mean,github,europarl,0.005,3.2275085233496745e-05,2.4176857222593738e-05,-1.4324962033342553e-05,7.961656392153857e-05,0.1818901435881204,0.353386564685491,False
training_mean,github,hackernews,0.005,1.6347499308266033e-05,2.580525809823368e-05,-3.302805296616846e-05,6.860572758496389e-05,0.5264105125264337,0.6568057770972017,False
training_mean,github,pubmed_abstracts,0.005,1.8201060120596812e-06,2.2976181577605763e-05,-3.979955821011185e-05,4.97260992699296e-05,0.9368599594808752,0.959381631932591,False
training_mean,github,uspto_backgrounds,0.005,3.531481560507431e-05,2.27702393833425e-05,-7.630309700067305e-06,8.294278937221227e-05,0.12092089956930743,0.2835386610590657,False
training_mean,philpapers,stackexchange,0.005,-4.7030528395359025e-05,3.0085054830865787e-05,-0.00010933163706700523,1.3608899555875143e-05,0.11799328460398029,0.2815278369498477,False
training_mean,philpapers,enron_emails,0.005,0.0005507971989167486,0.0005409808292462831,-0.00046774852374291355,0.0016273338133504839,0.30860881323732614,0.4996523642890042,False
training_mean,philpapers,gutenberg_pg_19,0.005,4.383335584110956e-05,4.4808009916694346e-05,-4.325003120172822e-05,0.0001225306148568277,0.32795157386248475,0.5190862217224367,False
training_mean,philpapers,pile_cc,0.005,4.21826082406737e-05,2.6561064554773394e-05,-1.0950765085204006e-05,8.810760623380361e-05,0.11225537293194214,0.2815278369498477,False
training_mean,philpapers,ubuntu_irc,0.005,-3.562691269823639e-05,8.837128677768466e-05,-0.00020684888899411696,0.0001328230377065785,0.6868376430939998,0.7849573063931425,False
training_mean,philpapers,europarl,0.005,0.0003227140019580951,0.0001343369817084193,4.077551021057014e-05,0.0005546657895649956,0.016293577438541682,0.06517430975416673,False
training_mean,philpapers,hackernews,0.005,9.576395365525993e-05,0.00014611605068062206,-0.00021683091222601675,0.00036513858391836585,0.5122124803636736,0.6513900433906222,False
training_mean,philpapers,pubmed_abstracts,0.005,-3.725481006368288e-05,4.1653824893628734e-05,-0.00011426910107821393,4.4105966271446685e-05,0.37111267526856373,0.5427024068443512,False
training_mean,philpapers,uspto_backgrounds,0.005,3.531130280563096e-05,3.427216128521729e-05,-3.238408084104457e-05,0.00010318576271041309,0.3028596822085978,0.4985629294394324,False
training_mean,stackexchange,enron_emails,0.005,-1.5293569370769978e-05,4.8867359471139167e-05,-0.00010200910695351396,8.171173705366642e-05,0.7543104215854533,0.8340342872814768,False
training_mean,stackexchange,gutenberg_pg_19,0.005,-7.112137874773314e-05,2.318838456087557e-05,-0.00011889045607845505,-2.3353752657830373e-05,0.0021613766283958683,0.012247800894243254,True
training_mean,stackexchange,pile_cc,0.005,-6.260275920219157e-05,2.366542341108906e-05,-0.00010444774885109279,-9.385190871489001e-06,0.008161225477425446,0.036997555497662024,True
training_mean,stackexchange,ubuntu_irc,0.005,-0.00015432230400575482,2.4231533221179615e-05,-0.00019966013987655703,-0.00010363451035336802,1.9069152302177227e-10,1.2967023565480514e-08,True
training_mean,stackexchange,europarl,0.005,-4.156090074674726e-05,2.3937697089392735e-05,-8.522721976591275e-05,6.1392210272143965e-06,0.08252647579345332,0.21834382328857466,False
training_mean,stackexchange,hackernews,0.005,-5.85101132226709e-05,2.3245367659888914e-05,-9.884651917887213e-05,-8.583832507884721e-06,0.011833682390461814,0.051915509842026024,False
training_mean,stackexchange,pubmed_abstracts,0.005,-8.990045211719812e-05,2.2694431218380302e-05,-0.00012621785442892133,-4.1854056134685126e-05,7.452902421790995e-05,0.0007796882533565965,True
training_mean,stackexchange,uspto_backgrounds,0.005,-6.109053567868763e-05,2.2579408110784606e-05,-0.00010096230574124896,-1.5392961546814435e-05,0.006818394345595819,0.03434450485189005,True
training_mean,enron_emails,gutenberg_pg_19,0.005,0.00025414971491556236,9.161076345874437e-05,4.651461849662355e-05,0.0004037375896364646,0.005533182542548122,0.028942800991790175,True
training_mean,enron_emails,pile_cc,0.005,6.536836552971379e-05,4.164993568778392e-05,-2.010816068199141e-05,0.00014761105553738282,0.11653823545089577,0.2815278369498477,False
training_mean,enron_emails,ubuntu_irc,0.005,0.00013698176777788914,0.0001698361217177225,-0.00018007158337927367,0.00043644480845641496,0.4199242842383608,0.607550028259756,False
training_mean,enron_emails,europarl,0.005,-0.00019329254129503862,0.0002720655160516345,-0.0007067853404057547,0.00034142009983843797,0.4774169341106982,0.6428584459312372,False
training_mean,enron_emails,hackernews,0.005,0.0002466941191896453,0.00027402058152728415,-0.00029229089177322564,0.0007885689686306075,0.3679734556313884,0.5427024068443512,False
training_mean,enron_emails,pubmed_abstracts,0.005,4.359331644677854e-05,6.391163498536325e-05,-5.995411139838904e-05,0.00018490202609784407,0.49518373181290043,0.649757624006161,False
training_mean,enron_emails,uspto_backgrounds,0.005,6.686098174806615e-05,5.476644086364837e-05,-3.7329634353743255e-05,0.0001762143743858974,0.22214715813802355,0.4020682533158797,False
training_mean,gutenberg_pg_19,pile_cc,0.005,3.2055889756366414e-05,2.144185351461234e-05,-6.352157222286038e-06,7.833364374551358e-05,0.13491056245836824,0.30287845971161237,False
training_mean,gutenberg_pg_19,ubuntu_irc,0.005,-0.00010026720322499152,2.646078960586826e-05,-0.00014648159131823633,-4.682243360778378e-05,0.00015108770825292804,0.0012087016660234243,True
training_mean,gutenberg_pg_19,europarl,0.005,4.2289617587876783e-07,2.7905237898879264e-05,-4.776134081276157e-05,5.968175548205075e-05,0.9879087425986582,0.9879087425986581,False
training_mean,gutenberg_pg_19,hackernews,0.005,1.7389446973948897e-05,2.655021835314701e-05,-4.049243084749432e-05,6.894089625850677e-05,0.5124906959029161,0.6513900433906222,False
training_mean,gutenberg_pg_19,pubmed_abstracts,0.005,-5.237438509683807e-06,2.115748921994856e-05,-4.341618778816993e-05,3.915374857581462e-05,0.8044861831485683,0.8752809672656424,False
training_mean,gutenberg_pg_19,uspto_backgrounds,0.005,2.706584880704242e-05,2.1686945123313388e-05,-1.189754879251356e-05,6.847036740931565e-05,0.21202191690897532,0.3896619013462249,False
training_mean,pile_cc,ubuntu_irc,0.005,-7.534235087362353e-05,2.3545381731152956e-05,-0.00012186442735795531,-3.3426357686655476e-05,0.0013748573279734747,0.008903837933542503,True
training_mean,pile_cc,europarl,0.005,4.8178207645075076e-05,2.255509492953312e-05,6.2960983921986375e-06,9.209457137580313e-05,0.032677517080013894,0.11695111376004973,False
training_mean,pile_cc,hackernews,0.005,2.124498902213518e-05,2.173059041834924e-05,-2.2048004531445595e-05,6.23986559960018e-05,0.3282456990303644,0.5190862217224367,False
training_mean,pile_cc,pubmed_abstracts,0.005,6.736117814324178e-06,2.2867832778607212e-05,-3.4126437096437676e-05,5.6246394456056065e-05,0.7683243764423745,0.8426783483561526,False
training_mean,pile_cc,uspto_backgrounds,0.005,3.898849651096786e-05,2.1770635923509028e-05,1.6748939625209589e-06,8.175755547958865e-05,0.07331329069766783,0.20772099031005886,False
training_mean,ubuntu_irc,europarl,0.005,-9.356475028538514e-06,4.7270720473707244e-05,-0.00010966153250222853,8.344308651492228e-05,0.843096830653919,0.8961350903646197,False
training_mean,ubuntu_irc,hackernews,0.005,-3.7992554291805385e-05,5.591931945129165e-05,-0.00016171945588342948,5.868383901372118e-05,0.4968734771811819,0.649757624006161,False
training_mean,ubuntu_irc,pubmed_abstracts,0.005,-9.841129047746905e-05,2.476281162942953e-05,-0.0001470739223316016,-5.0090870211651446e-05,7.062909282196624e-05,0.0007796882533565965,True
training_mean,ubuntu_irc,uspto_backgrounds,0.005,-8.006752079070488e-05,2.3865339847684648e-05,-0.0001269568933104065,-3.120994307857145e-05,0.0007937333261183639,0.0059970962417831945,True
training_mean,europarl,hackernews,0.005,9.841848105756815e-05,7.335655385593236e-05,-5.8378669743839254e-05,0.000222759601902507,0.17971100705378507,0.353386564685491,False
training_mean,europarl,pubmed_abstracts,0.005,-1.6973835305780624e-05,2.3855590662550555e-05,-6.308510613801648e-05,3.3624098520617305e-05,0.4767593238504374,0.6428584459312372,False
training_mean,europarl,uspto_backgrounds,0.005,4.739598471652839e-05,2.507214834546076e-05,-2.044653653594282e-06,9.458137436707004e-05,0.058706639633844496,0.1774245108933967,False
training_mean,hackernews,pubmed_abstracts,0.005,-9.773520731361928e-07,2.48019707550384e-05,-5.071589361864117e-05,4.497670735474906e-05,0.9685665158691388,0.9769315535823189,False
training_mean,hackernews,uspto_backgrounds,0.005,2.610493154731878e-05,2.528530259831957e-05,-2.840952986250936e-05,7.367436740782809e-05,0.30187763937987544,0.4985629294394324,False
training_mean,pubmed_abstracts,uspto_backgrounds,0.005,4.086919179298883e-06,1.9267721495279357e-05,-3.279477617199167e-05,4.175702817115677e-05,0.8320194864874338,0.8961350903646197,False
recommended_centroid,arxiv,freelaw,0.005,3.145600653421829e-05,2.4827028999896493e-05,-1.432050111216136e-05,7.956452524289657e-05,0.20515297413883005,0.3444543763318628,False
recommended_centroid,arxiv,nih_exporter,0.005,1.2187015103069642e-05,2.5134551996570747e-05,-3.9513660713075627e-05,5.871940163967532e-05,0.6277678620263747,0.7445431645363733,False
recommended_centroid,arxiv,pubmed_central,0.005,3.477576206372449e-05,2.664325566929627e-05,-1.9573676334804023e-05,7.887097156567196e-05,0.1918121720781233,0.33020829623575654,False
recommended_centroid,arxiv,wikipedia_en,0.005,1.5817379874125236e-05,2.5735555367348098e-05,-3.887517231773758e-05,6.184049862036114e-05,0.5388110205452707,0.6785027666125631,False
recommended_centroid,arxiv,dm_mathematics,0.005,-8.578076757803672e-05,2.161443630508936e-05,-0.00013454729537689547,-5.072274893678855e-05,7.22720448962338e-05,0.0010392813728070578,True
recommended_centroid,arxiv,github,0.005,-1.3498228030148786e-05,2.1240244480022025e-05,-5.791940549719991e-05,2.443747051236077e-05,0.5251007501704097,0.66741777591753,False
recommended_centroid,arxiv,philpapers,0.005,4.893571958280637e-05,3.8202219342825096e-05,-3.63305363282046e-05,0.00011685459682376453,0.20020583413349746,0.3403499180269457,False
recommended_centroid,arxiv,stackexchange,0.005,-7.78703083801053e-05,2.189021699693216e-05,-0.00011921414493941946,-3.373278522050253e-05,0.00037467057398202436,0.0035976853270976213,True
recommended_centroid,arxiv,enron_emails,0.005,-6.835100072526454e-06,5.960145807282664e-05,-0.00012975943303339347,9.875971644492225e-05,0.9086987023683951,0.9433818589473415,False
recommended_centroid,arxiv,gutenberg_pg_19,0.005,1.007358033550082e-05,2.398417463389497e-05,-4.122418318684707e-05,4.954356561939019e-05,0.6744785399258941,0.7589748554895404,False
recommended_centroid,arxiv,pile_cc,0.005,4.3175905758313295e-05,2.7661732535467233e-05,-9.68625665456465e-06,8.979682303091727e-05,0.11855837455355338,0.24065580506392925,False
recommended_centroid,arxiv,ubuntu_irc,0.005,-8.765495254961693e-05,2.474590273685074e-05,-0.0001349123010385255,-4.3577983508440595e-05,0.00039680352872400234,0.0035976853270976213,True
recommended_centroid,arxiv,europarl,0.005,3.414963779887047e-05,2.328052223043936e-05,-1.5946002669230654e-05,7.43226666763133e-05,0.14240980823707003,0.27278498479213414,False
recommended_centroid,arxiv,hackernews,0.005,1.8096247280517674e-05,2.732156203934209e-05,-3.570861829330336e-05,6.235961392282851e-05,0.5077513799742194,0.65145460072164,False
recommended_centroid,arxiv,pubmed_abstracts,0.005,-6.743725734303035e-06,2.3403257866274774e-05,-5.078582775747696e-05,3.741156614919135e-05,0.7732294026805158,0.8480580545528237,False
recommended_centroid,arxiv,uspto_backgrounds,0.005,2.8763942414107316e-05,2.335174509772064e-05,-2.0988636842728976e-05,7.037026569730169e-05,0.21803559916180548,0.35220483858593654,False
recommended_centroid,freelaw,nih_exporter,0.005,4.3200025951264175e-05,2.6400508092294822e-05,-4.97925372059581e-06,9.709912246118875e-05,0.10176988666344501,0.21969372359092892,False
recommended_centroid,freelaw,pubmed_central,0.005,6.665755733137675e-05,2.756342383574453e-05,1.9774415808526348e-05,0.0001291523178996439,0.01559176981654727,0.05301201737626071,False
recommended_centroid,freelaw,wikipedia_en,0.005,5.354362902043491e-05,3.0049650952527717e-05,-4.491606718057191e-06,0.00011316808298790661,0.07477554997818665,0.18159776423273902,False
